ID,EMOTION,SITUATION
161012,joy,My mother along with some of my friends gave me a surprise  birthday party - they invited a large number of my friends along  too.
161012,fear,My mother did not come home till late at night (Ages ago). Anyway  if I don't know where my parents are and when they'll be back I  start thinking that perhaps they have had an accident and are  perhaps dead.
161012,anger,Because I am the Captain of a basketball team I usually organise  a roster system so that everyone in the team can have a turn at  doing either a duty or a ref. A lot of the time the girls can't  be bothered or just forget - I usually have to fill in.
161012,sadness,So as to be closer to the university I have left home and moved  into Auckland. It now seems as if I have left home - especially  my family - forever.
161012,disgust,A friend of mine goes out with this guy. She sleeps with him but  is quite happy for him to play around - as well as herself.
161012,shame,NO RESPONSE.
161012,guilt,I did not attend a social studies observation class for 1 whole  week (I am a student trainee teacher). Anyway the other teachers  thought this was okay because the teacher I was supposed to  observe was not well liked. The teacher was in fact really nice  to me - but I wanted to get out of teaching a hard topic he had  given me.
161013,joy,Passing my pharmacy exams which meant my tertiary education for  pharmacy completed.
161013,fear,When I was in a car with my parents and friends and we had to  back up (reverse) pass a river which when I recall it (I was only  about 5 yrs) seemed we were going to fall in and drown.
161013,anger,When my boyfriend wouldn't dance with me on my graduation night  because he thought I could dance with my friends who were  friendly.
161013,sadness,When my sister (really my niece) died of cancer at the age of 2  yrs after I took her to the doctor at the age of 1 and he  diagnosed it.
161013,disgust,My brother gave me a beating because he could not beat me  verbally.
161013,shame,I found I was pregnant and unmarried.
161013,guilt,When I had to go to reconciliation before converting to  Catholicism but then once received - o.k.
161014,joy,Joy for me is when all my family gather around home for special  occasions as Christmas etc. It really gives me joy to see my  family and relatives and to observe natures productivity process  which have been going on for centuries.
161014,fear,"I had this experience of fear when few people were fighting at a  social one night, which one of my relative was involved. My fear  was greatly for him because he was being assaulted badly."
161014,anger,Never really had the experience just yet - N/A.
161014,sadness,"This occurred when my girlfriend and I have to finish our  relationship due to some circumstances between her and her  family. I was really sad, hurt and couldn't really find any  reason why am I still living. Is this life is all about ? This  was one of few question which crept up vividly every time I  thought about what had happened."
161014,disgust,I'm very disgusted when I see people abusing their body with  drugs and alcohol. They take advantage of these things usually  for an excuse for the fantasies which they like and so they do  things stupidly and unjustly.
161014,shame,NO RESPONSE.
161014,guilt,This I experienced when going around with more than one girl.
161015,joy,"Letting Jesus take control of my emotions i.e., ill feeling."
161015,fear,Had fear of losing husband.
161015,anger,When present boyfriend's mother approached my parents and self -  to leave her son alone - as she did not want me for a future  daughter-in-law.
161015,sadness,When boyfriend could not stand up to his mother or for himself.
161015,disgust,"Disgusted with boyfriend's mother - her overpowering,  over-protecting and selfish attitudes."
161015,shame,When ditched - divorced by husband.
161015,guilt,When I had to lie about my age to be accepted as a member of a  group.
161016,joy,My cousin asked me to be a bridesmaid for her. This made really  happy because I was adopted into the family and her asking me  made me realise that she saw me as a cousin and not just another  person. There were other cousins she could have asked but she  asked me.
161016,fear,That if ever I was really naughty I would be sent away from my  Mum and Dad to another family. I was fostered from age 5 and  didn't get to Mum and Dad until I was 6 and then legally adopted  at 14.
161016,anger,(1) My father died. (2) My natural father contacted me a year  after my father died and this angered me more as I thought he  should be dead and not my father.
161016,sadness,My father died. I was away at the time and did not know until two  days after.
161016,disgust,A child told me she had been sexually abused by her step-father.  I only knew the child and had not come into contact with either  parent. I tried to do what was best for the child. The event and  the stepfather disgusted me.
161016,shame,"When my natural parents name would show up on papers and not my,  what I call real name."
161016,guilt,I lied to my mother in the sixth form she said she would ring to  find out and I had to tell her I had lied.
161017,joy,Joy at meeting a woman I love very much.
161017,fear,When approached by a gang of youths in town at night.
161017,anger,"When a man, a stranger to me, personally insulted a close woman  friend of mine in public."
161017,sadness,After my father died suddenly of a heart attack.
161017,disgust,When a man spoke very sexistly in the company of some friends of  mine.
161017,shame,When I went to explain to a lecturer whom I liked that the work  expected of me was not going to be in.
161017,guilt,When I masturbated in my room.
161018,joy,"When my lover and I felt like we had gone full circle. And our  relationship was new, fresh, vital etc. once again."
161018,fear,"My daughter was 2 yrs she went up to a colt tried to hit it. It  turned on her and kicked her over the heart, sent her flying  through the air. I left my mother and sister to deal to her as  they are nurses. I felt I didn't want to know if she was going to  die, it was just too much."
161018,anger,"My anger is with men, their inability to be human (not all men)."
161018,sadness,"The saddest I've ever been was when my lover was killed,  hitch-hiking to work."
161018,disgust,With the N.Z. Rugby Union wanting to send the All Blacks to South  Africa.
161018,shame,"That my brother and father are into alcohol, two men with  priviledge. Not using it positively."
161018,guilt,"When I betrayed my lover, she told me something in confidence, I  felt at the time I had to relay the information back to the  person concerned, as I felt the situation volitile, did this  without telling my lover, she felt like piggy in the middle, as  she was not directly concerned. Maybe you could call it gossip I  felt different after I had slept on it. If I had waited, thought,  NOW I would not have done it."
161025,anger,"When during a social evening with my father, brother, sister,  close friend and my father's 2nd wife - I had an argument with my  father, who abused my friend who was sticking up for me."
161025,sadness,When the girl whom I have lusted after expressed reciprocal  feelings and then days later changed her mind.
161025,disgust,When a close friend wilfully cheated me.
161025,shame,While intoxicated I invaded someone's (a girl's) personal space  to a large extent.
161025,guilt,While intoxicated I damaged my sister's car in a minor way and  someone elses in a minor way.
161026,joy,Girlfriend arriving back from overseas and picking her up from  airport. When she finally appeared from customs and we came in  contact again.
161026,fear,Fear of punishment for having broken an item of value to my  parents.
161026,anger,That a friend had been badly beaten and stabbed many times and  the person that did it got away without any punishment from the  law.
161026,sadness,The death of an animal we had reared.
161026,disgust,Finding that a girlfriend of mine was a prostitute and had been  seeing many others during our relationship.
161026,shame,Not having owned up to the responsibility an incident where  family car received minor damage.
161026,guilt,"Had started a relationship and did nothing to keep it up, partly  the use of another person."
161027,joy,The feeling of joy when again I had confessed my sin and  experienced God's forgiving grace and cleansing power - total  enlightenment and freedome - bliss.
161027,fear,"Riding through a bush fire on an island of Australia - on a  pushbike as a little boy - all alone, lost and surrounded by  smouldering wood and flame."
161027,anger,"When bicycling along, a courier van started to tail me very close  - I sped up and moved over and he just did the same. I reacted  violently, much physical responding in the dangerous situation."
161027,sadness,My cat was sick and I had to take him to the vet to be put down -  no one else there to do it.
161027,disgust,When someone I had had a relationship (purely sexual) with came  up to me after I had used her and acted as if nothing had  changed.
161027,shame,When a close friend entrusted me with a secret and I let the cat  out of the bag.
161027,guilt,Making a sexual pass at my cousin with whom I have a very close  personal relationship.
161028,joy,First time I slept with my present girlfriend. Had been best  friends for a year but had been hesitant about getting involved  emotionally.
161028,fear,Waiting for a taxi - when within 1/2 an hour two separate people  challenged me to fight for no apparent reason except they were  drunk.
161028,anger,Deliberately provoked by someone close. Angered by the  deliberation not the provocation.
161028,sadness,My girlfriend let me down badly 3 times in one week. These  instances summed up all the negative aspects of our relationship  which at the time seemed doomed to fail.
161028,disgust,A close friend took part in a racist violent action.
161028,shame,Cannot recall the emotion with any force.
161028,guilt,Slept with someone close to my girlfriend and myself.
161029,joy,"Hearing that I had been successful in getting a position whereby  my financial, physical, spiritual and emotional needs will be  well catered for. This position fulfils a lot of my aims for the  last five years of my life."
161029,fear,"When I decided to leave my steady, secure employment to come to  university. Because I didn't know if I could cope with all the  requirements of study and also being older I didn't know if I  would enjoy mixing with younger people, also financial  insecurity."
161029,anger,When a close friend failed to live up to the expectations I had  of him - thereby causing pain to his spouse. I believe that my  anger was probably a reaction of fear that I wouldn't be able to  live up to my own expectations.
161029,sadness,"Departure of a very close friend - for a long stay overseas,  sharing in the sorrow of her parents who were left behind."
161029,disgust,I get disgusted with the inherent racist attitudes of my  brother-in-law in putting down various ethnic groups and also my  unwillingness to challenge him about these attitudes in order to  keep the peace.
161029,shame,My failure to provide the appropriate emotional/spiritual level  to a sexual relationship that had a large physical content. Born  out of inconsistency with my personal beliefs and value shame at  largely using this sexual partner.
161029,guilt,When I deliberately engineered a situation to cause tension  between friends so as to bolster the impression one of them had  of me !
161030,joy,Hearing Fran Wilde introduce the Bill.
161030,fear,Being harrassed for being gay; suggestions of being physically  beaten - acting as informal bouncer in a gay bar.
161030,anger,Landlord putting up rents sneakly and slimily.
161030,sadness,Listening and watching a tape of someone with AIDS being  prejudiced against at a counselling course on AIDS with 20  others.
161030,disgust,Hearing Norman Jones get hysterical in Parliament about law  reform (on the radio - listening with 2 others).
161030,shame,Watching Muldoon act as my P.M.
161032,fear,I was watching a movie alone - it was a horror movie. The music  was a deep pulsing type - not really music. And a light flashed  on and off. It was in the complete darkness of a movie theatre  that was almost empty.
161032,anger,"My sister and I were fighting as usual. She's older tham I am,  bigger built and stronger I couldn't win in a physical battle and  in a verbal battle I couldn't seem to get through to her to  really hurt her."
161032,sadness,"My paternal grandmother had died. We weren't close but she was  blood. I didn't cry but I was sad, partly due to her death and  partly I think, due to the fact that I couldn't/didn't cry."
161032,disgust,My older sister used to pick on my brothers and sisters all of  whom were younger than her. On one occasion my brother did  something my sister didn't like. A full-scale battle began.
161032,shame,"My first real experience with a boy. We were alone. I was quite  young and pretty naive and he was pretty crude and real, sort of,  macho. It was dark, at night during the summer and we were  talking."
161032,guilt,I was using my sister's stereo while everyone was out. I know she  wouldn't want me to and I would get into trouble if she found  out. But she was only partly justified in forbidding me to use  it. She never found out.
161033,joy,Winning a rowing race at a Karapiro regatta. With 7 other  friends.
161033,fear,"Being alone in Europe and having to catch a train and bus to the  airport, then board the plane alone."
161033,anger,At school teacher for not allowing us to go out on New Year's Eve  when on a class trip overseas.
161033,sadness,I was in a car accident on the way back from a weekend rowing  regatta we'd won. 5 others were in the car. I thought I'd never  be able to row again.
161033,disgust,Our boarder burping after meals !
161033,shame,Felt ashamed when in a group conversation and could not  understand words or comprehend the topic of discussion.
161033,guilt,Guilty when I hadn't walked my dog for quite a few days and had  given her no attention.
161034,joy,When I won a position on the track-team for the trans-tasman  games when I was eleven.
161034,fear,When I was jumped by three men in a deserted area.
161034,anger,Once a person in authority (school teacher) was telling blatant  lies about me and the headmistress would not let me defend  myself. She was also telling lies about other members of my  family.
161034,sadness,When my mother died.
161034,disgust,When somebody who had been a bully and had acted cruelly to  others who were unable to defend themselves was taken down a few  notches and he began to grovel. I was disgusted with his  grovelling and the manner in which he had treated others.
161034,shame,When I was twelve I was babysitting some children but I did not  act very responsibly and one of them was injured.
161034,guilt,When something went wrong for me I lashed out at someone else  whom I loved and who was not in any way responsible for what had  happened (my sister).
161035,joy,Easter holiday - I had been working weekends and had just left.
161035,fear,Haven't been frightened for ages.
161035,anger,I visited a special education school. The headmaster applied a  policy of strict positive - negative reinforcement to the  children involved. Children who measured up to his standards were  made a fuss of - children who didn't were ignored.
161035,sadness,I felt sad with the two situations I described before. The cat  and the school. Sadness was intermingled with the other feelings.
161035,disgust,"Next door nieghbour ran over his cat in driveway, he tried to  finish it off with a flat shovel. I would have taken cat to  veterinary to either kill humanely or cure."
161035,shame,Haven't felt shame for ages.
161035,guilt,"I borrowed a friend's books and forgot I had them, she asked for  them back and I told her I didn't have them. I duly found and  returned them."
161036,joy,"Getting my kitten, found at work several years ago, taking him  home in a box on my motorbike, showing it to my defacto."
161036,fear,Obscene phone call where the person knew my name.
161036,anger,At work being shifted to another area.
161036,sadness,"Enrolling at varsity, being told I couldn't get in to certain  papers."
161036,disgust,Noticing my flat had maggotts !
161036,shame,"A serious drug error while nursing that I knew I was responsible  for (patient lived, no complications fortunately)."
161036,guilt,Forgot to turn up on prescribed day for jury service.
161037,joy,When I was finally able to return to a job that I enjoyed doing  after several months absence (I was not needed during this time).
161037,fear,When I was attacked by a teenage boy and had my wallet stolen.
161037,anger,Someone who was speeding was forced to slow down when I pulled  out onto the road and proceeded to abuse me at the next set of  traffic lights.
161037,sadness,When someone I was close to became a paranoid schizophrenic and I  was unable to see this person because of the situation.
161037,disgust,"When someone whom I considered my friend, without telling me he  was annoyed, proceeded to ignore me for several meets with no  apparent reason."
161037,shame,When some unforgiving acquaintance dragged up an old and rather  embarassing situation from my past.
161037,guilt,When I made a mistake at work and when questioned about it  pretended I had nothing to do with the problem.
161038,joy,At my wedding - standing with the man I love and acknowledging  that fact to members of family and friends.
161038,fear,As a result of breaking the indicator light as mentioned  for guilt.
161038,anger,Arriving home from work after a long and tiring day to find no  dinner prepared as I had expected.
161038,sadness,At the death of my husband's father's mother which occurred  during university examinations and therefore I was unable to  attend her funeral.
161038,disgust,With a Manager who insists on making crude innuendos pertaining  to sex.
161038,shame,Cannot remember such a situation.
161038,guilt,Breaking the left hand indicator box by moving too close to  structure.
161039,joy,Waking in morning (early morning) and having whole day to myself.
161039,fear,Being driven by friend who suddenly swerved and skidded a little.  It was night and on a long trip. We ended up on side of road.
161039,anger,Friend (male) hinted that my talking to other men at a pub was  immoral. He implied that I should remain only with my boyfriend  the entire evening.
161039,sadness,On rising. No apparent reason.
161039,shame,Felt I had not appreciated my parents enough. Regretted the  problems I'd caused.
161040,joy,When my first niece was born.
161040,fear,In a flat in Sydney - rough area at home on my own - the flat had  been burgled the night before and no way of locking the door.
161040,anger,When the bus driver failed to stop and pick me up at a bus stop.
161040,sadness,When my uncle died of leukemia at age 35.
161040,disgust,Watching an alcoholic woman who was approaching everyone at the  wharf for cigarettes - a prostitute in Auckland (elderly).
161040,shame,Stealing money from my parents when I was young.
161040,guilt,Two timing - going out with 2 guys at once (secretly).
161041,joy,"When I went to the pub with a large group of friends, we drank  and danced."
161041,fear,Watched a horror movie which involved sexual attacks on women.
161041,anger,My boyfriend promised to take me to see a game of tennis and rang  saying he was going to the pub with some of his friends instead.
161041,sadness,My mother was unwell and went for many cancer tests. She spent  time in hospital being opened and closed many times.
161041,disgust,"I was driving along and saw this young guy urinating into the  gutter, in broad daylight."
161041,shame,I kicked the dog outside on a cold night because he was annoying  me. The next day he came down with the flu and we thought he was  going to die.
161041,guilt,I spent all weekend with a friend instead of studying for my  exams.
161042,joy,Birth of children.
161042,fear,Being alone at night.
161042,anger,In a hurry to get to lectures and the car would not start.
161042,sadness,When grandfather died.
161042,disgust,Obscene phone calls.
161042,shame,"Being with a close friend, in the city, who was involved at the  present point in time in outrageous activity."
161042,guilt,Telling white lies.
161043,joy,Thought had discovered true love.
161043,fear,Stopped at lights in Mangere late one Friday night on way home  from work. Alone in car when someone came up behind the car and  started banging and shaking it. Light was red and had nowhere to  go until light changed. When green I took off.
161043,anger,When fired unjustly from a job as casual bar-person. Charged with  giving away free drinks. Not done so and had witnesses to prove  it - both patrons and bar staff. Other staff were supportive.
161043,sadness,Close friend leave to go overseas for an indefinite period.  Farewell scene at airport.
161043,disgust,When employer made a pass at me whilst I was at work.
161043,shame,When caught shoplifting and the police were called in parents  also informed.
161043,guilt,When caught shop-lifting as for shame.
161044,joy,Receiving understanding from within self of a subject I had  previously wished to understand better.
161044,fear,To talk in a meeting - expound my thoughts on a subject. Fear  delayed me acting to do this.
161044,anger,Towards wife's laziness in not performing her usual duties  because of television watching.
161044,sadness,Watching suffering in Third World country.
161044,disgust,Observation of people lost in the profit motive - i.e. business  managers to their actions esp.
161044,shame,On own reading book. Recall came to mind of slight sexual  exploitation of a female (years ago) i.e. had her on even for  sexual motives.
161044,guilt,Telling a lie to wife over phone about what I had been working  at.
161045,joy,Meeting best friend at the airport (boyfriend) who I had missed  terribly.
161045,fear,Confronted outside a party by some very nasty character -  gesturing to a car full of mean-acting friends - felt in danger.
161045,anger,NO RESPONSE.
161045,sadness,My cat died painfully and slowly.
161045,disgust,Having unwanted attention paid to me in my place of work -  harrassment (and sexual harrassment) by another worker -  disgusted by his implications.
161045,shame,Close friend discovered I had deceived them. Felt shame at having  done it and knowing that they knew.
161045,guilt,Two-timing - going out with person other than guy I was in  relationship with.
161047,joy,I was very pleased and happy when my older sister came home from  living somewhere out of town and I hadn't seen her for months. We  are very close sisters.
161047,fear,I was skiing alone and the mountain became covered with mist and  I thought I was lost and was going to panic.
161047,anger,My parents didn't allow me to go to a social function that all my  friends were attending.
161047,sadness,"While still at school a friend died of cancer, after being ill  for a long time, she was 17 yrs old."
161047,disgust,At a party my best girlfriend got really drunk and went off with  a guy she knows I really like.
161047,shame,I was severely reprimanded for a trivial offence in front of  members of my peer group while still at school.
161047,guilt,Someone asked me to do something and I made up an excuse and said  no. I then went and didn't the same thing with someone else and  hoped the first person never found out.
161049,joy,When my brother who has been out of New Zealand for 10 years came  to visit with his wife which none of our family had previously  met.
161049,fear,"When I had to give a speech about some historical event, to an  audiece of about 200 people my own age whom I did not know."
161049,anger,In arguments with a close friend or relative where my point of  view is completely disregarded.
161049,sadness,"When my grandfather whom I had met only once for 3 weeks, died  after several months. I was really sad because he was a lovely  person and I did not have the means for his company."
161049,disgust,I once saw a programme on TV describing how certain wild life  films were made and was disgusted by the treatment of certain  animals in this particular programme of the polar bear.
161049,shame,The 2nd time someone I had met cared for came over to my house I  was absolutely inebriated and was sick into a bucket.
161049,guilt,The first time I went away with my boyfriend and lied about where  we were staying.
161050,joy,"When my former boyfriend and I reconciled and he decided that I  was very important to him. I had always wanted us to get back  together again, but had doubted the likelihood of this, so I was  very happy when my small amount of faith was vindicated."
161050,fear,"When riding in a very fastly-driven car on a lose metal road at a  very late hour - no other cars on road, and driver was taking  corners very sharply. I felt afraid - because if an accident  happened, the area was very isolated. Also, I feared for driver,  after I was dropped off - would he make it home safely."
161050,anger,"When at very short notice I agreed to work in place of a friend  who was sick, and owner of the restaurant refused to allow me a  drink later in the evening (which is usually always available for  workers), did not thank me, and was generally indifferent towards  me - I felt I did not deserve this."
161050,sadness,"When I learned that my former boyfriend had become engaged -  although I was glad that he had found what he wanted, I was very  sad at my own personal loss, since I had always hoped we might  one day reconcile."
161050,disgust,When reading a newspaper story of a man who had committed  incestuous acts on his two-year old child - the thought that  anyone could do such a thing is abhorrent to me.
161050,shame,"When dropping a carton of boiling soup onto a co-worker's leg -  causing great pain, and for me, severe embarassment at my own  ineptitude, and shame that another person suffered as a result."
161050,guilt,"When my sister had the opportunity to do some modelling work. And  I was quite jealous - later on the photographer decided not to  take her photograph, and she was very upset - I felt guilty as a  result, almost as if I had caused her to lose her opportunity, by  not being genuinely happy for her in the first place."
161051,joy,"I did a solo flight from Ardmore to Kaikohe before I got my pilot  licence. I can remember it was gorgeous day and I was on a  natural high, cruising up the coast with my maps and compasses  and gear. Other pilots had seen me off and wished me good luck  and it was a real adventure."
161051,fear,A friend (female) and I were on holiday on Great Barrier Island  by ourselves. One night we were nearly raped by about 20 locals -  they came to our bach and tried to break the doors down. All of  them were stoned or drunk and we hid under the bunks and were  totally terrified. Eventually these guys gave up and went looking  for us on the beach. We escaped and slept in the bush for 2  nights.
161051,disgust,"I once saw an old man up the road, fossicking through the rubbish  bins and the gutter. I was really disgusted at first but I've  seen him a few times since then and now I feel really sorry for  him and I often give him cigarettes when I see him, because he  mainly goes after cigarette butts and it is revolting."
161051,shame,"When I was 15 my mother discovered various items in my room which  15 year olds aren't usually expected to have - mainly alcohol,  marijuana and contraceptives !"
161051,guilt,NO RESPONSE.
161052,joy,"A holiday at a whitesand deserted beach. A cool evening near the  end of summer and we had a fire in the sand - toasted  marshmellows, cuddled and drank champagne."
161052,fear,"Skiing down a very icy slope, very fast in white-out conditions.  Out of control with no idea of what I was doing or where I was  heading."
161052,anger,My best friend at school told lies about me to a boy I was seeing  and went out with him herself.
161052,sadness,I found a baby opposum on the road and took it home and cared for  it for a week. It had to be force-fed and carried in a fur pouch  under my jersey. My father had the vet put it to sleep as he said  they carried diseases.
161052,disgust,A boyfriend with whom I split up with came over to a friend's  house where I was visiting with a male friend. In a confrontation  in another room he tried to find out if I was aroused by my  friend by feeling my parts.
161052,shame,I told my primary teacher I hadn't done my homework as my mother  was in a car accident. My teacher rang that night to see how my  mother was - she was fine i.e. no accident !
161052,guilt,I told my pesent boyfriend that I was an Australian as are my  parents. As the relationship developed I found it harder and  harder to confess and became sure it would end our relationship.  He eventually found out when told in front of me by my mother.
161053,joy,"Winning a race that I had been training for, for many weeks.  (Running Race)."
161053,fear,"When I was very young and we moved as a family to Auckland from  Wellington, this meant new school and friends (etc.)."
161053,anger,When someone ignores what I am saying or doesn't let me have my  point of view and they monopolise a conversation.
161053,sadness,"When I got into an argument with someone and was very abusive,  but they were a close friend and I later regretted it."
161053,disgust,When a close relative got quite drunk. It was a relative that I  had respected for a long time and looked up to as a child.
161053,shame,"When I had come home drunk the day after a party, I felt very  ashamed in front of my parents."
161053,guilt,When I crashed by bike into an old lady crossing a road and  knocked her down.
161054,joy,Listening to the opening bars of Tchaikovsdy's symphony No.2  fourth movement at my sister's wedding.
161054,fear,"As a passenger in a vehicle travelling from the steep side of  Arthur's Pass in the middle of a sleet-storm, icy roads, sheer  chasms to one side, sheer face to the other."
161054,anger,"As in sadness (A), relating to this slaghter of fur-seals."
161054,sadness,A) A documentary in which baby fur seals were being  clubbed/spiked to death by Canadian seal-hunters. Brutally  graphic. B) Description of a disfigured orphaned child in Hiroshima  calling for her mother.
161054,shame,Breaking an implicit promise.
161054,guilt,At the age of 12 (or so) I stole from a Ranger's fruit tree an  apple. (And eventually was compelled to confess - Dostoersky  would like this).
161055,joy,Seeing my sister after about 2 years of not seeing her. Only  spent 1 hour or so before she was off overseas with her husband  for 3 months.
161055,fear,I imagined I heard footsteps up the hall while sleeping in bed  one night by myself in the house.
161055,anger,Stopped at a Fast Food shop with friends and a few locals wanted  to fight us for no apparent reason. They hit and picked on one of  my friends.
161055,sadness,My father recently having a heart attack - spending a few months  in hospital.
161055,disgust,My flatmate and close friend living and sleeping with another  close friend of mine.
161055,shame,Sleeping with a girl on a Saturday night and then not contacting  her in later days.
161055,guilt,Stealing money from a milk token jar from a close friend of the  family when visiting.
161056,joy,Talking with someone I admire a lot.
161056,fear,Held under water by a large wave and thought I was drowning.
161056,anger,Came back from surfing to find car broken into and gear and money  stolen.
161056,sadness,Caused a family disturbance.
161056,disgust,Friends calling me fat - pear shaped in front of a nice girl.
161056,shame,When I considered writing a load of crap for this emotion.
161056,guilt,Beating my brother up.
161057,fear,Mugged while on holiday in the U.S.A.
161057,sadness,Social situation - at the pub - a close friend of 2 years told  the group around us of advances I had made.
161057,disgust,A drunk walked out in front of a car at night. Both lower legs  were broken. His shoe was thrown about 50 yards after the  accident.
161060,sadness,When a very close friend of mine went into hospital for a major  operation and I couldn't see her for a while as I was not a  relative she had no relatives in N.Z.
161060,disgust,One of my very good friends came to me for advice as her  boyfriend had been hitting her and beating her quite harmfully.
161060,shame,When I let my girlfriend use my essay to help her to write hers  and the tutor found them alike.
161060,guilt,When I had to lie to my boyfriend so that he wouldn't suspect I'd  bought him a xmas present as expensive as I had.
161061,joy,"I received an assignment back, and got an A+ grading."
161061,fear,"I was walking home one night (after getting a bus to my town)  when I was confronted by a group of males (about 6), they would  not let me pass - they made comments etc. - I crossed the road  and hurried home."
161061,anger,"I lent a text-book to a person I did not know very well, they  lost the text-book and gave me no compensation."
161061,sadness,At the beginning of the year I moved to a new city - I felt sad  as I had to leave many friends and family members behind.
161061,disgust,I read a newspaper article about dogs being stolen in order to  use them for fighting purposes.
161061,shame,I was amongst a group of people talking about how the Maori  people were stirrers and causing trouble in our country. I felt  shame to be a pakeha when other pakehas had such narrow  conservative views.
161061,guilt,I took my father's car to church one Sunday (I told them that's  where I was going ) I decided instead to go for a drive to the  beach - on the way I got a puncture.
161062,joy,Getting University Entrance accredited and arriving home from  boarding school on accrediting leave.
161062,fear,Thinking that I had been seen smoking at school by a teacher -  waiting to be summoned to the headmaster's office.
161062,anger,When my mother rejected my boyfriend and made unfair judgements  on him.
161062,sadness,At my grandfather's funeral - My grandparents virtually raised me  as my mother was a solo-parent and had to work.
161062,disgust,Watching a TV documentary on seal clubbing.
161062,shame,I ate very fattening food in front of my boyfriend who would like  me to lose weight. I am supposedly pursuing a modelling career  but first I must lose weight. I had been trying to diet.
161062,guilt,"I let my pet budgie loose to fly around my room one afternoon. A  few hours afterwards I found he was still free, went in and out  of my room leaving the door open. My cat got in and killed my  budgie - this happened to 3 budgies."
161063,joy,The birth of my first child.
161063,fear,A large german shepherd dog ran and barked at me (he didn't bite  fortunately).
161063,anger,Most recently when the chairman at the New Zeeland Rugby Union  announced that the All Blacks' would accept the invitation of  South Africa to play rugby in that country.
161063,sadness,When I was told a friend's baby had been born with only partial  sight. This was her first child and she was not young (the mother  that is).
161063,disgust,When I first saw the state of a cafeteria in the grounds of the  university. Due to students own lack of concern for the  environment in which they eat and drink. Rubbish and spilled tea  and coffee left everywhere.
161063,shame,"When I as a Pakeha (white) new Zealander, was just as racially  prejudiced as other people whom I had condemned."
161063,guilt,When my husband discovered I was having an affair with another  man.
171001,joy,"I was biking with my boyfriend, the sun shining after a long  period of bad beather, afterwards we spent the evening and night  together."
171001,fear,"I was hitchhiking and was picked up by a stranger he drove into  the woods and wanted to make love with me, I refused and escaped  from the car. When walking in the wood and hearing the car I was  afraid."
171001,anger,In a discussion the leader wanted to stop because she was of the  opinion that we were not involved and she misjudged our reactions  as negative. We however only posed several questions which she  couldn't answer.
171001,sadness,When my grandmother died. She stayed with us until I had the age  of 10. When she died I was 13 and I remember the moment after the  funeral: I sat on the table and cried.
171001,disgust,When I heard about the disaster in Bophal (India).
171001,shame,"Once in a public ladies room, I opened the door of a cubicle that  was taken, although it was not locked."
171001,guilt,"In a playground I was playing at the seesaw with a little niece.  I wanted to stop but nobody came to help me. When I got off, all  alone the seesaw fell down with a big smash. My niece got hurt  above her eye. Now there is a scar."
171002,joy,When passing the final examinations for social worker.
171002,fear,"Sleeping alone in a tent, while hearing several noises such as  rustling etc, I am afraid that there are people who are up to no  good."
171002,anger,"A man kept a seat taken by putting his coat on it after a while  the chair was still empty, I asked him if I could use the chair,  he didn't agree for the chair was for his coat."
171002,sadness,When the relationship with my girlfriend broke up.
171002,disgust,A piece of work was marked as bad by the teachers I and some  fellow students didn't agree with their vague criticism. I felt  myself taken in by the teachers and felt disgust.
171002,shame,Some weeks ago I experienced a day that everything went wrong I  broke several things I felt very ashamed for I am not a sloven.
171002,guilt,"I had made an appointment with a girl to go to the movies, but  actually I had no mind when we arrived at the cinema, it was a  full house. I then went back and she went to the movie alone."
171003,joy,A friend came to tell me that her father invited me to go on  holiday with them in Benidorm otherwise I could not afford to go  on holiday.
171003,fear,At the age of 12 years I always had to take care of my little  brother and sister I never could sleep then. I always imagined  creepy men sneaking into our house.
171003,anger,"The landlord had selected a new lodger on her own, while we used  to do that it was not what she had done, but how she did it that  made me angry."
171003,sadness,"It was a complex situation concerning a relationship with a  boyfriend, I had broken the relationship for some reasons.  Meanwhile, as I felt it, I had most sorrow."
171040,shame,I saw a terrible accident happen and I laughed a lot of the  fright and because I was nervous.
171040,guilt,My mother wants to talk very often about her life. I dislike this  because she always talks negatively about the same people  whatever I do it doesn't help.
171041,joy,At the moment when I heard the result of an examination and it  proved that I succeeded the second year of my study.
171041,fear,I have a fobic anxiety for elevators. This anxiety is worst at  the moment when the doors have to open. I have it often in the  elevator at our university.
171041,anger,When someone accuses me without reason and is not willing to  listen to me.
171041,sadness,My boyfriend decided to make an end to our relationship.
171041,disgust,A person I know who tells lies and so pretending to be better  than she is.
171041,shame,When I am in an auditorium with people and I ask a silly question  so that everyone starts to laugh.
171041,guilt,I moved to Nijmegen for my study. Soon after this my mother had  to be admitted in hospital because of cardiac compliants. I knew  that my moving was an important reason for this.
171042,joy,I can't give one description here. I often feel joyful when I  have done things good in relation to other people especially when  my friend says he loves me and I also tell him that I love him.
171042,fear,I was afraid when my first boyfriend threatened to make an end to  our relationship because he didn't love me enough while I loved  him very much.
171042,anger,"A good friend deceived me. Because of that little quarrel our  relationship finished, mainly because she was not honest. I was  very angry about that."
171042,sadness,I was very sad when my first boyfriend finished our relationship.
171042,disgust,I was once raped (one year ago) by a man who was a lot older than  me and whom I just met. Maybe it wasn't rape but the man wanted  more than I wanted to give him since there were other people in  vicinity.
