ID,SITUATION,EMOTION,predicted_emotion
201025,When I did something wrong in the past and denied having done it  when asked about it later.,guilt,guilt
201026,"The shooting started and we all lay down to protect ourselves  from the flying bullets.  This incident occured on our way to  Feira, during the Zambia army patrols in the Rhodesia war.",fear,fear
201026,"I went to the dining hall and found that the cooks were cleaning  the plates and there was no food for me, and the blue birds   (security guards) were busy eating the food that was supposed to  be for me.",anger,sadness
201026,"That afternoon I received two messages informing me, one that my  brother was in a coma in the U.T.H suffering (kidney disease) and  two, that my uncle met with an accident on his way to the hospital   to see my brother.",sadness,sadness
201026,This happened when I went to visit my friend in Chelston and  found him screwing my girlfriend.,disgust,anger
201026,When I walked out of my room with only my pants on and found my  girlfriend and her female friend looking for me outside.,shame,sadness
201026,My father caught me having sexual intercourse with my closest  cousin.  There was nothing wrong with it but the female was too  old for me.,guilt,disgust
201029,When I cheated my father about the book allowance at university.   He discovered that we were given K150 per year for books.,guilt,guilt
201030,I experienced joy when I got the results - I had made it to the  second year.,joy,joy
201030,"When I was going home, I saw somathing which looked like a snake    on the road but later I found out that it was only a stick.",fear,fear
201030,"This happened recently, I  was in the dining hall and one of my  friends with whom I was eating called me a fool.",anger,sadness
201030,I experienced this when my maternal grandmother passed away.  She  was the last of my grand parents to pass away.,sadness,sadness
201030,"This happened when I could not get into the school I had  initially wanted, and ended up doing something I had never  thought I would do.",disgust,sadness
201030,I insulted the girl to whom I had proposed when she turned me  down.,shame,sadness
201030,"My mother had sent me to buy a few things.  The change I brought  back was not right as I had given away some money to a friend  thinking that she would not notice it.  However, my mother told  me that the change was not correct.",guilt,sadness
201031,When my first child was born.,joy,joy
201031,I was walking through a thick forest and there was a big snake at  a distance of about four metres.,fear,fear
201031,When my daughter began staying away from classes - at the age of  nine only.,anger,sadness
201031,"When my wife died in hospital, she was pregnant and had undergone  an operation.",sadness,sadness
201031,When my best friend started getting involved in my private  affairs.,disgust,sadness
201031,I was very drunk at a certain wedding party and I got involved in  a fight.,shame,anger
201031,I send a word to my boss through my servant telling him that I  would not report for work as I was not feeling well and that the    doctor had refused to give me sick leave.  My intention was  actually to go out of Lusaka for a week-end.  I left the same day  and the following morning my boss found me in Mongu.  I felt  guilty when asked to explain things on my return.,guilt,guilt
201032,I received a letter of acceptance from UNZA.,joy,joy
201032,We were driving at night and I realized that a car was following  us.,fear,fear
201032,I reachad home to find that my baby had not been bathed and fed.,anger,sadness
201032,"I saw a dead child which was not covered, it had been knocked  down by a car.",sadness,sadness
201032,I saw a friend's husband with another woman.,disgust,anger
201032,I scolded my sister without waiting for her explanation.,shame,anger
201032,I accused my husband of being late deliberately when he came to  pick me up from work.,guilt,anger
201033,When I was appointed by the Ministry of health to join the  teaching staff of one of the medical colleges.,joy,joy
201033,"When I took blood from a patient for alcohol estimation and  urine for some other examination, he told me that something bad  would happen to me as he would play magic on me.",fear,fear
201033,When the dean of UNZA asked me to vacate a big flat I was  occupying and take up a smaller one as I was becoming a full time  student at UNZA.,anger,sadness
201033,When my close friend was involved in an accident and passed away  instantly.  He had gone to buy a new car and had asked me to  wait at his home so that I could see his new car.,sadness,sadness
201033,When I was told that the brother who was staying with me would  not go to the training school that year but only the year after.,disgust,sadness
201033,"A patient, to whom I had given a powerful medicine, shouted at me  in front of many people.  I realized that he did so because he  was very ill.",shame,sadness
201033,When I broke up my relationship with my former girlfriend as she  would ask me irrelevant quetions about my past.,guilt,sadness
201034,When I received my promotion letter.,joy,joy
201034,"I was sleeping when I heard the neighbours screaming, I peeped  through the window and saw a thief  trying to enter my  neighbour's house.",fear,fear
201034,"I was annoyed when a person higher up asked me why a particular  job was not done, it was not my job to do it.  ",anger,anger
201034,"My brother came to tell me about some problems we had in the   family.  I felt sad because I thought that if my mother had not  gone away when this brother was younger, things would have been  different.",sadness,sadness
201034,"I was in a train when a woman started talking loudly and  attracting everybody's attention.  The worst thing was that she  was discussing something, about which she knew nothing, with another person.",disgust,disgust
201034,After a jogging session I had severe abdominal cramps and this  lead to my wanting to empty my bladder.  My friends gathered  around me and two of them had to help me to the toilet.  I was  ashamed at having to go to the toilet in the presence of my  friends.,shame,shame
201034,"A certain woman had asked me to make something for her and I kept  putting it off.  When I finally made it, I did not see her for  days only to be told one day that she had collapsed and died.  I  felt quite guilty as she had jokingly said that I might not do  what she had requested me to do.",guilt,guilt
201035,When I was accepted for my third year (G-10) at my former  secondary school.,joy,joy
201035,I had gone for a medical check-up at the U.T.H and failed to make  it back on time for the C119 practical sessions at 1400 hours  last academic year.,fear,sadness
201035,When I was mistreated by my step-mother.,anger,sadness
201035,When my aunt passed away in early 1982.,sadness,sadness
201035,When I failed to secure employment after my form 5 in Lusaka despite  my excellent certificate.,disgust,sadness
201035,When I failed my grade 7 exam at the first attempt in 1975.  My  father and the entire family thought that I was finished in life.   I really felt like hiding.,shame,sadness
201035,When I beat up a first year student at my secondary school in  my capacity as the deputy head boy.  He had woken up late in the   morning for manual work.,guilt,anger
201036,When I heard that someone who is very close to me did very well  in the exams despite having fooled around a lot.,joy,joy
201036,When a drunkard barged into a room where my friend and I had run  in order to get away from him.  We were all alone and all I could  see was this hand coming towards me.,fear,fear
201036,When a friend and me played a joke on our boyfriends.  Her  boyfriend came up and accused me of having planned the whole  thing and said that I did not deserve my boyfriend.  He  embarassed me in front of a crowd.,anger,shame
201036,When my family and I heard of the death of my grandfather.  We had   seen him a few weeks earlier and it seemed that he had just been  waiting to see us.,sadness,sadness
201036,When a boy put a handful of cooked potatoes down my dress and  there was no water to clean up.,disgust,sadness
201036,When a soppy poem that I had written to a boy was found and every  one read it and started teasing me about it.,shame,sadness
201036,When my boyfriend asked me to go out with him and I refused  because I wanted to go out with another guy.  I did go out and my  boyfriend found out.,guilt,sadness
201037,"After a long time (of no communication with him, physical  illness and worry) my lover came to see me, when I least expected  to see him.",joy,joy
201037,Birds had made nests in our thatched roof and they were flying  and flapping their wings in the bedroom at night.  It was very  dark and I could not even see my nose.  I did not know that it  was the birds till my mother told me so.,fear,fear
201037,The juniors in our dormitory at school started to complain and  make a lot of noise about the duties assigned to them by the  prefect who was my class-mate and was very cool and dull.,anger,sadness
201037,My elder sister scolded me in front of my younger sisters and  cousins.  She said that I was very lazy and I felt so sad that I  cried myself to sleep.,sadness,sadness
201037,"On Christmas day a drunk man came to our house without a shirt  on, he dansed, spoke nonsense and behaved stupidly.",disgust,sadness
201037,When I wet my bed at boarding school.,shame,sadness
201037,"My baby sister was 2-3 months old and when I was trying to get  her on my back, she slipped and fell.",guilt,sadness
201038,My son was registered to get admission in grade one of the          primary school.  The chances of him getting a place there was 1/10.   Two weeks later I was informed that he had been enrolled.,joy,sadness
201038,"When I came back from work one day, the friends of my son told me  that he had not come back from school and that he was lost.",fear,sadness
201038,My room-mate locked up our room without specifying where I would  find the keys.  I had to spend several hours in my other friend's  room.,anger,sadness
201038,"I lost my grandfather whom I loved very much.  I had not known  that he had been ill for a very time, when I received this  message he was already dead.",sadness,sadness
201038,"The teacher of one course gave me 10 questions with sub-questions  going from a to e for each question.  She asked me to do all this  in one and a half hours.  It involved a lot of describing and  explaining and even though I knew all the answers, I could not  finish the work.",disgust,sadness
201038,I forgot that the course instructor had directed us to go for  special classes after the usual class hours.  I missed this the  first day and when he asked me about it the next day I said that  I had forgotten.,shame,sadness
201038,I was to inform the neighbour on my left that a robber had been  spotted the same evening near the house of the neighbour in front.   I did not do it and the same day the thieves broke into this  neighbour's house.,guilt,fear
201039,When my father bought me a suit.,joy,joy
201039,After having taken an exam i feared having failed it.,fear,fear
201039,I was badly beaten up by one of my friends during a wedding  party.,anger,sadness
201039,I was very sad at hearing that my grandfather had passed away.,sadness,sadness
201039,I was disappointed by a girlfriend when I visited her at her home  in Woodlands.,disgust,disappointment
201039,I was ashamed at being the only one to have got a C+ in ED120  assignment.,shame,shame
201039,I was caught stealing a box of matches in the supermarket and had  to plead guilty.,guilt,guilt
201040,When I heard that I had achieved a place in form I.,joy,joy
201040,When I first came to the UNZA I did not know the kind of people I  would find here and the kind of behaviour they would have towards  me.,fear,fear
201040,I had gone home for a week-end and when I came back I found that  my clothes and my bedding had been stolen.,anger,sadness
201040,When my father passed away.,sadness,sadness
201040,Someone stole a K10 note and the teacher thought that it was me  when I was not responsible for the theft.,disgust,sadness
201040,When I failed the grade seven exams.,shame,sadness
201040,"One day my mother went to visit her friends.  When she came back  she scolded me for not having kept the house in order, so I  decided not to talk to her.",guilt,sadness
201041,When I saw my family after a separation of one year.,joy,sadness
201041,When my little sister was sick at home and I thought that she  would die.,fear,sadness
201041,When I found out that my sister had been playing with my  confidential things which she had taken from my hand-bag.,anger,disgust
201041,When one of my best friends commited siucide during these  holidays.,sadness,sadness
201041,I am disgusted at the number of second year students who are  pregnant illegitimately.,disgust,disgust
201041,When I got very low marks in one of the assignments.,shame,sadness
201041,When my aunt went out of her way to help me out with my financial  problems.,guilt,joy
201042,When a thunder belt hit the roof top of the building I was in.,fear,fear
201042,"When my room-mate locked me out deliberately, before an exam due  at 1400 hours.",anger,anger
201042,"When my friends died one after the other.  The first died in a  car accident and the second one recently, due to an illness.",sadness,sadness
201042,When my cousin put feaces in my washing.  A silly idea which was  meant to be a joke.,disgust,disgust
201042,Getting drunk and creating a lot of trouble at a place I respect  - my friend's home.,shame,sadness
201042,When I took a small boy's share of choclale.  He was our guest  and so had been given a larger share of the sweets.,guilt,guilt
201043,The day I got a telegram telling me that I had been selected for  a B.A at UNZA.  I felt happy because I had not expected to be  selected.,joy,joy
201043,The day I encountered a queer mamba face to face in a chunk of  leaves behind our house.,fear,fear
201043,When my friends tried to discriminate against my friendship with  certain other friends which they thought was improper.,anger,sadness
201043,The day my teacher of Latin and French died.,sadness,sadness
201043,The day I went to eat dinner in the dinning hall and found a  dead fly in my gravy.,disgust,disgust
201043,I felt ashamed of myself the first time I drank as nobody in the  family drinks.  I felt that I had let down my parents and my  friends.,shame,shame
201043,The day I came home drunk after having attended a disco party.,guilt,sadness
201044,I was very happy when I received the year end results as I was  worried about how well I had done.  I was very happy to know that I  had passed.,joy,joy
201044,"I was caught doing something I was not supposed to do.  I did  something with the person who caught me (bribe) and even though  he promised not to report me, I am still frightened.",fear,fear
201044,I told my friend something confidential which was supposed to  remain between the two of us.  The next thing that happened was  that a girl who is not even close to us came laughing and askad  me to tell her about it.  I was very angry with my friend as I  had trusted her.,anger,anger
201044,I remember that when my mother died the day was sad and every  time I think of it I am saddened by the loss of my mother.,sadness,sadness
201044,"When thieves broke into our house, I was disgusted by their  behaviour.  They did not find anything so they broke things like  the windows, glasses etc.",disgust,disgust
201044,When I bribed the person who caught me doing something I was not  supposed to have done.  I was very ashamed of what I had done.,shame,shame
201044,"I was caught doing something bad and I bribed the person who  caught me.  Later I felt very bad, maybe I should have paid for  my bad behaviour.",guilt,guilt
201045,When I received a positive answer from my appeal to withdraw my  registration at UNZA.,joy,joy
201045,I was a passenger in a vehicle when suddenly another vehicle came  from behind to overtake us.  However another one was coming right  in front so the other vehicle changed course and blocked our way  and so we crashed against the side of the road.,fear,fear
201045,"I was asked to stop studying economics, a field which interested  me, by my employers.",anger,sadness
201045,When I learnt of the death of a friend.,sadness,sadness
201045,"When I learnt that my offer to study at the university had been  withdrawn  and so I would not get hostel accomodation at UNZA,  even though I registered as a student later.",disgust,sadness
201045,My love proposal was turned down by a lady I really loved.,shame,sadness
201045,"I came across a blind man sitting in one of the corridors and  asking for money, though I had some money I did not give him  anything.",guilt,disgust
201046,When I first came to the campus.,joy,sadness
201046,When I was confronted by a policeman one night around 11 o'clock.   I was afraid when they threatened to take me and my girl to the  gallows.,fear,fear
201046,When an argument with a friend of mine over our behaviour towards  another friend turned into a quarrel.   I lost my temper and nearly  knocked him out.,anger,anger
201046,When I lost my father in a car accident.,sadness,sadness
201046,"When I was denied my favourite dish at the dinning hall (shima  with roast chicken), I felt disgusted.",disgust,disgust
201046,"I felt ashamed when a friend, I had always respected, insulted me  in public.  He was drunk.",shame,shame
201046,When my library books were overdue and I did not have the money  to pay for them.,guilt,sadness
201047,When I got my results - I had passed the form III exams.  I had  not expected to do so well.,joy,sadness
201047,When I was an exploration with my friends and almost got lost in  an unfamiliar environment.  It was getting dark and we did not  know how to get back home.,fear,fear
201047,"When my father did not get back from Chipata on time, he was thus  holding back progress as everything depended on him.  I felt  angry over his actions.",anger,anger
201047,"When my little brother passed away mysteriously, at least from  what I was told about it.",sadness,sadness
201047,"When I saw a woman who had been run over by a train, just off  Kafue.  The woman had been cut to bits, there was blood and         splinters of bone every where.",disgust,sadness
201047,When I almost did something awful with a friend of mine and  myself.,shame,fear
201048,When I was accepted at UNZA.,joy,joy
201048,When thieves broke into our neighbour's house and later we heard  gunshots.,fear,fear
201048,"When my aunt scolded me for something I was not responsible for.   A boy had come to our gate asking for me, my aunt went out to see  him.  I had neither met nor known the boy.",anger,sadness
201048,When my cousin passed away unexpectedly and tragically (a  murder).,sadness,sadness
201048,When my mother got a terrible beating from my father.  It was so  bad that she fainted and it was only then that my dad realized  how bad it was.,disgust,sadness
201048,When my friend had a child out of wedlock.,shame,sadness
201048,When I lied at home.   I told them that I was going to a  Christian meeting and I went to see my boyfriend instead.,guilt,guilt
201049,Receiving my result slip (pass) on my birthday.,joy,joy
201049,When we forced a friend to chew a poisonous herb in primary  school.  His tongue was swollen and he told his mother about it.   The mother reported it to the headmaster who threatened to expel  us.,fear,fear
201049,At boarding school someone put a lot of tiny thorns on my bed.   When I complained everybody began teasing me and laughing at my  inability to find out my enemies.  I lost my temper.,anger,anger
201049,When my grandfather died.,sadness,sadness
201049,"My room-mate was drunk, he vomited on the floor and fell face  down on the vomit nearly choking himself to death.  Then he  fainted and so I called the first aid.",disgust,fear
201049,As a kid my mother caught me stealing sugar and giving it to a  neighbour.,shame,guilt
201049,I got into a bad fight in a bar and my friend received a bad cut  above his left eye while trying to separate us.,guilt,sadness
201050,I felt vvery happy when I was accepted at UNZA for my studies.   I had not expected this as I had been ill during the exams.,joy,joy
201050,I felt very frightened when a robber broke into our house and  threatened to shoot my father if he did not part with some money.   I was looking at the man with his hand on the trigger.,fear,fear
201050,A teacher at my former secondary school forced my darling to  marry him.  The girl tried to refuse but her parents would not  leave her alone.,anger,sadness
201050,"When my sister died, she was only sixteen when she was put to  rest.",sadness,sadness
201050,When I witnessed an accident.,disgust,sadness
201050,"When my father found me in bed with a girl, we were deep in actioon  when he entered the room.",shame,sadness
201050,"I took my grandmother's money without telling her and when asked  if it was me who had taken the money, I denied it.",guilt,guilt
201051,When I won some coins in a small competion.,joy,joy
201051,I went home late one evening and saw that the security lights  were off.  I got inside the gate and just then I realized that  the dogs may be outside.,fear,fear
201051,"My little niece, who is very talkative, suddenly became very  naughty and began wetting her pants.  She did it one afternoon.",anger,sadness
201051,This morning during my sleep I had a feeling that someboby was  attacking me.  I started crying in my sleep and then my room-mate  woke me up.,sadness,sadness
201051,When I learnt that my cousin sister was pregnant.,disgust,joy
201051,My cousin and I were at the farm and at night we drunk like fools  and made a lot of noise.  We had drunk two much of wine.,shame,sadness
201051,"The fridge we had at home had a lock.  One day when I wanted  something, I unscrewed the door but unfortunately I was caught in  the act.",guilt,guilt
201052,When I was selected for the university.,joy,joy
201052,"When I saw an accident, a woman was run over and she died on the  spot.",fear,sadness
201052,When my dress and a few other things were stolen from my  wardrobe.,anger,sadness
201052,When my grandmother passed away.,sadness,sadness
201052,"While watching a movie, someone who was drunk started vomiting  helplessly.",disgust,sadness
201052,When I ate my sister's food and then she found out that it was  me.  I felt very ashamed but still refused to admit that it was  me.,shame,shame
201052,"When I told a person something that had happened to my friend,  and this person went and told my friend.",guilt,sadness
201053,When I got myself the kind of girlfriend I had been hunting for a  long time.,joy,joy
201053,When I was told that the form five results were out.,fear,sadness
201053,When I saw my younger sister being bothered by a boy she did not  know.,anger,sadness
201053,"The time I lost a badminton match, that I should have won at the  Zambia closed badminton championships.",sadness,sadness
201053,"When I was taking my girlfriend out, she seemed to have taken  her time.",disgust,sadness
201053,When my dad caught me with a honey (girlfriend) in my bedroom.,shame,sadness
201053,When I beat up a stupid boy who was fond of cracking jokes on me.,guilt,anger
201054,"When I was selected for higher education, i.e grade 7 to formI.",joy,joy
201054,"When I impregnated a certain girl, I thought that I would be  forced to marry her or go to court.",fear,fear
201054,When the university withdrew the accomodation that it had given  me.,anger,sadness
201054,When my mother and father separated (it was a brief separation  and they are together now).,sadness,sadness
201054,"When I patronized a certain tavern which had prostitutes, it was  almost a brothel.",disgust,disgust
201054,When I proposed love to a girl and she turned me down.,shame,sadness
201054,When I sided with my mother in a quarrel she had with my father  before they briefly separated.,guilt,sadness
201055,When I received a letter from a woman I thought had not ever  cared for me.  This was when I needed her and I was overjoyed to  learn that it was me who was delaying things.,joy,joy
201055,Two guys were fighting murderously and I feared that one of them  would be killed.,fear,fear
201055,"When I could not reason my friend, it angered me.",anger,anger
201055,I did not like it when a little girl was crying for her dead  mother and was calling her by her name.  I was sad.,sadness,sadness
201055,I felt very ashamed at having got a book by force from a girl.,shame,shame
201055,I felt guilty of having suspected my room-mate of stealing the  money last term.,guilt,guilt
201056,Our only elder sister got married and started having pains in her  abdomen and she was told that she could not have children. To our  suprise she had a baby 2 months back.,joy,sadness
201056,My uncle was taken to the UTC for an operation as he had cancer.   There had been a lot of deaths of late - 3 out of every 4  operated.  I was scared for my uncle's life.,fear,fear
201056,I had planned to go to town with my friend at 1500 hours but she  went for the registration and I waited for a good 1 and a 1/2 hours.  It  was vital for me to go to town but I could not as it was she who  had the money.  Finally I borrowed some money from friends and we  went to town.  I was really angry with my friend.,anger,anger
201056,I dreamt of my father's death while I was at secondary school.  I  was screaming at the top of my voice and was woken up by my  friend.  That day I was really sad.,sadness,sadness
201056,I had prepared a special meal for my boyfriend but when my  brother came home he ate it all.  I was really disgusted about it.,disgust,disgust
201056,"We were at a party, this guy I liked and me.  I really loved him  and gathered enough courage to ask him to kiss me.  He did not do  it but instead asked me what I would like for my birthday.  I  told him that I would like a kiss more than anything else but he  excused himself and said that it was impossible.  I really felt  embarassed.",shame,sadness
201056,We were at secondary school and I was making a lot of noise.  The  teacher came to ask us as to who was making all the noise.  I did  not own up so the  whole class was punished.,guilt,sadness
201057,I was very happy when my scholarship to continue studying at UNZA  was approved after it had been cancelled.,joy,joy
201057,When I met an elephant in the bush.,fear,joy
201057,When someone took my pen away.,anger,sadness
201057,When my cousin passed away during the holidays at home.  He fell  ill at night and the next day he died in the evening.,sadness,sadness
201057,"An officer at the Dean of students office had promised me to give  me a room the next day, but he failed to keep his promise.",disgust,sadness
201057,"I do not have accomodation on the campus so I stay with my  extended family, one young man used bad words while asking me to  leave their home.",shame,sadness
201057,I broke a glass of glycerine at the Z.C.B.C store in Ndola.,guilt,sadness
201058,When I was with someone I love.,joy,joy
201058,When I was walking around all alone at night.,fear,fear
201058,Being made to look like a fool by a girl.,anger,disgust
201058,When my dad passed away.,sadness,sadness
201058,When I was told that I had no right to control my lover.,disgust,sadness
201058,Getting very low marks in mathematics.,shame,sadness
201058,When one of my lovers told me that I was a flirt.,guilt,sadness
201059,At my sister's wedding.,joy,joy
201059,When I had to walk along a dark road alone.,fear,fear
201059,When I was locked out of my room by my room-mate's friend.,anger,fear
201059,When I failed one of my courses at school - the university of  Zambia.,sadness,sadness
201059,When I found out that someone close to me was flirting around.,disgust,sadness
201059,When I swindled money out of someone.,shame,anger
201059,I did not deliver a message on time.,guilt,sadness
201060,When the lady who is now my wife accepted my proposal to be my  lover and future wife.,joy,joy
201060,When my neighbour's house was broken into and shots could be  heard.,fear,fear
201060,When a thief broke into my house and stole some valuable goods.,anger,fear
201060,The death of my guardian with whom I had stayed when I did my  grade six.,sadness,sadness
201060,"When I was substituted in a play which was to be staged, after I  had learnt all the lines.",disgust,sadness
201060,"When a woman who I respected very much was made pregnant,  unexpectedly by a man of a caliber I never expected.",shame,sadness
201060,When I applied for a false travelling claim allowance and later I  thought that I would be found out.,guilt,sadness
201062,I felt happy when my mother gave birth to a son who is the last  born in the family.,joy,joy
201062,My father had been involved in a car accident two years ago.  I  was then very scared thinking that he would die as he lay  unconscious in hospital for two weeks.,fear,fear
201062,I felt very angry when a mishanga seller robbed me of the  transport money I had to go to school.,anger,anger
201062,I felt very sad when a friend of mine failed the final exam and  she could not be accepted at the institution of learning.,sadness,sadness
201062,I felt disgusted when a fellow student asked me to marry him.  I  had not expected this from him as he was a mere friend.,disgust,disgust
201062,I was ashamed when my friend and I were cross with each other  till we apologized to each other.,shame,shame
201062,"I felt guilty when I said bad things to my sister, I had not  intended to do so.  She cried a lot and later she fell ill and I  felt responsible for her illness.",guilt,guilt
201063,When I was selected to study here at UNZA.,joy,joy
201063,"In 1960,  I was going to a school which was near my village and I  met a lion on the way, which disappeared suddenly.",fear,fear
201063,When my wife told me that the refrigerator had stopped working.,anger,sadness
201063,When I heard of the death of my mother.,sadness,sadness
201063,When my relatives troubled me so that I would help them  financially.,disgust,sadness
201063,When I failed one of the first year's courses.,shame,sadness
201063,"When I was late for work and told my boss that it was due to  transport problem, whereas the truth was that I had woken up  late.  I thus cheated my boss.",guilt,guilt
201064,I was overwhelmed with joy when I received the acceptance letter  to UNZA.  This happened again when I passed all my first year  courses.,joy,joy
201064,"In 1977 when my friend was caught by a crocodile.  We were  swimming in a river on whose banks our primary school was  situated.  When my friend was caught, he was on the banks of the  river and some of us were still in the middle of the river.  I  was very frightened.",fear,fear
201064,"In 1982, I was annoyed at an uncle who was drunk and was beating  up his old father.  He claimed that the father was responsible  for his guardian's failure.",anger,anger
201064,"Last academic year I received bad news - my grand-uncle had  passed away.  I felt lonely and bad because apart from the          biological ties, he was a good old friend of mine at home.",sadness,sadness
201064,"Last week a former school (secondary) mate of mine, who is now in  a differentt school came to my room here at UNZA in my absence.   He was drunk and he vomited in my room.  I was unhappy.",disgust,sadness
201064,"A few years back I had proposed love to a girl who later turned out  to be related to me.  Though we were in love with each other, we  both felt ashamed and withdrew from each other.",shame,shame
201064,"Last year I was asked to look after my niece while her mother was  cooking.  Unfortunately the kid fell off the bed, I was confident  that she would not fall and had not been paying much attention.",guilt,sadness
201065,When I qualified for form I.  I was one of the three pupils who  qualified for form I that year.,joy,joy
201065,When I learnt that the girl I had impregnated was in hospital and  was on the verge of dying as she had refused to accept the  responsibility of her pregnancy and had wanted to commit suicide.,fear,sadness
201065,When I got home I found that the electrical supply had been  disconnected despite my having paid ZESCO the full bill a few   days earlier.,anger,anger
201065,When I lost my grandmother.  She had been my guardian after the  death of my father.,sadness,sadness
201065,"When I told a girl that I could not take her out that night as I  was entertaining my mother who had come from home.  However, I  later met this girl with another girlfriend at a hostel where I  had taken out another girlfriend of mine.",shame,disgust
201065,When I told the driver at my workplace to lie and tell the boss  that it was not me who was responsible for the delay.  The boss  was very annoyed and the driver was punished and a day's salary  was taken away from him.,guilt,anger
201066,When my wife gave birth to a baby boy - my only son to date.,joy,sadness
201066,When burglars with guns forced themselves into my house and  ordered me to give them money or face death.,fear,fear
201066,When my colleague spat on my face after a quarrel.,anger,disgust
201066,When my elder brother died.,sadness,sadness
201066,"When my friend, after a beer spree vomitted in my sitting room.",disgust,disgust
201066,When I was taken to the place where my uncle had defecated in his  pants after having drunk beer.,shame,disgust
201066,"When it was discovered that I had done the assignment at my work  place, this caused a lot of embarrassment for me.",guilt,sadness
201067,When my brother gave me a watch.,joy,joy
201067,Whhen the front tyre of the car burst.,fear,fear
201067,When I was insulted by a fellow student.,anger,anger
201067,When the girl I loved turned me down.,sadness,sadness
201067,When I found my girl in bed with another man.,disgust,anger
201067,When I failed grade 7.,shame,sadness
201067,When I was caught going out with another girl by my girlfriend.,guilt,sadness
201068,When I passed the first year and so I could come back for my  second year.,joy,sadness
201068,"I was working at a certain place and everyday after work dad  would come to pick me up.  One day he did not come, it started  getting very dark and I had no money on me and my home was very,  very far away.",fear,sadness
201068,"One day I had an appointment with my boyfriend which I had  objected to in the begining, however he visited me and convinced  me to come.  The day of the appointment; I had to wait for him  for over an hour.",anger,sadness
201068,"When my grandmother passed away.  We had been waiting for it as  she had been sick for years, but when it happened I found it hard  to accept.",sadness,sadness
201068,When my grandmother came to stay with us permanently as she is a  very difficult person to stay with and when she started telling  false stories about us to other people.,disgust,sadness
201068,When I realized that I was pregnant.  I thought about what my  relatives and friends would think about me and I felt a lot of  self pity.,shame,sadness
201068,"One day when I was working, I went out for dinner with friends  without my parents knowledge and I only came home at 2300 hours.",guilt,sadness
201069,I was very happy when I found out that I had passed with flying  colours and that I had made it to the university.,joy,joy
201069,"Last night, I dreamt that things that looked like monsters were  trying to kiss me.",fear,fear
201069,One of my colleagues accused me of having stolen his iron and I  was sure that I had done no such thing.,anger,sadness
201069,The passing away of my mum.,sadness,sadness
201069,One of these people who sell meat in town used a knife to stab  his friend and later carried on using the same knife to cut meat.,disgust,disgust
201069,About a dozen girls laughed at me and I was sure that there was  nothing wrong with me.,shame,sadness
201069,This is a kind of confession - my mum found me stealing meat from  the pot.,guilt,sadness
201070,The first time I really fell in love with a girl.,joy,joy
201070,"The time I drove my uncle's car, without having asked for his  permission.  It was the first time that I was driving a car.",fear,joy
201070,When my kid brother broke my reading spectacles.,anger,sadness
201070,When my mum's brother passed away after having been involved in a  car accident.   He was bringing me a present as I had passed my  form five exams with flying colours.,sadness,sadness
201070,"When I, for the first time, failed a junior exam, i.e form 3.",disgust,sadness
201070,When my mum learnt that I had beaten up someone in a fight.,shame,sadness
201070,When I nearly got my fiancee pregnant.,guilt,sadness
201071,"When my sister's first child came home, after one week in  intensive care at the hospital.",joy,joy
201071,"When I was at a boarding school at Lusaka, the Rhodesian  soldiers came to bomb a house near our school and we saw the  whole scene.",fear,fear
201071,A very close friend of mine was refused entrance to the medical  school.  Her grades were very good and she should not have been  left out.  Biased judgment !,anger,sadness
201071,My sister lost one of her twin sons (my first nephews) and then  the older one died a week later.,sadness,sadness
201071,"When I went to report a stolen good at the police station, the  woman-officer-in-charge was very rude and did not seem to have  respect for anyone.",disgust,anger
201071,"I insulted two of my friends because I thought that had been  gossiping about me right under my nose, however I later found out  that they were not doing so.",shame,sadness
201071,I failed to keep a promise and this had a serious effet on someone's  problem.,guilt,sadness
201072,When I met my mother after not having seen her for three years.,joy,sadness
201072,When my neighbour's life was threatened by someone who was trying  to break into his house.,fear,fear
201072,When a boy who was drunk came into my room and misbehaved in the  presence of my boyfriend.,anger,disgust
201072,"My father resigned from work, and soon after this his elder brother  died.  The next day my granny died (my mother's mother).  My dad  remains the only living member of his family.",sadness,sadness
201072,"When the committee, to which I belong, was accused of having  squandered the money of the association.",disgust,sadness
201072,When I went to the library three weeks after it had opened and  found that everyone was busy.,shame,sadness
201072,When my friend was punished for something that I had done.,guilt,sadness
201073,"For my parents anniversary, we hosted a party and we were very  happy.",joy,joy
201073,"One evening when my sisters, brothers and I were watching T.V my  kid brother took a big mirror and reflected light on the french  windows.  I thought that these lights that we could see were  coming from torches annd that it meant that there were thieves  outside.",fear,fear
201073,Some people were sitting outside and saying things which were not  really true.,anger,sadness
201073,A break-up with someone I really liked.,sadness,sadness
201073,I came across a woman in town who was very drunk.  She was  swearing at everyone and carried on drinking even though she  could hardly stand.,disgust,disgust
201073,I was wearing a slit tight dress at a disco and it burst open.,shame,sadness
201073,I had stopped talking to a very close friend of mine.  A week  later he came over to try and make friends with me  again and  from the way he talked I felt that he was a very mean preson.,guilt,anger
201074,When I accepted Jesus Christ as my personal saviour.  ,joy,joy
201074,"When I witnessed a bus accident in which a bus, full of passengers,   nearly overturned on the Lusaka-Kabwe road. ",fear,fear
201074,When my sister came home late one day and thus disobeyed my  parents.,anger,sadness
201074,When I heard the news of my grandfather's sudden death.,sadness,sadness
201074,When I failed the  grade 7 exams.,disgust,sadness
